book_id,book_title,author,format,publication_year,publication_date,num_pages_final,num_ratings,num_reviews,average_rating,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,ratings_total_from_dist,main_genre,genres_list_clean,num_pages_fill_source,genres_mapped_clean
29100224,The Seventh Plague,James Rollins,"['425 pages, Hardcover']",2016.0,2016-12-13,425.0,13732,1007,4.06,160,517,2607,5443,5005,13732,thriller,"thriller,adventure,mystery,action,science fiction,mystery thriller",existing_or_parsed,"mystery & crime, adventure, action, science fiction"
29233804,Wolfsong,T.J. Klune,"['494 pages, Kindle Edition']",2016.0,2016-06-20,494.0,72514,14314,4.27,1416,2971,8882,20820,38425,72514,fantasy,"fantasy,paranormal,lgbt,m m romance,queer,shapeshifters,werewolves",existing_or_parsed,"fantasy, paranormal & supernatural, lgbtq+, romance, dark & erotic"
29236380,Girl in Pieces,Kathleen Glasgow,"['416 pages, Hardcover']",2016.0,2016-08-30,416.0,192422,21741,3.98,4071,11610,38372,67864,70505,192422,young adult,"young adult,mental health,contemporary,romance,mental illness,realistic fiction",existing_or_parsed,"adult fiction, philosophy & education & personal development, contemporary & slice of life, romance, psychology & mental health"
29283884,The Gentleman's Guide to Vice and Virtue,Mackenzi Lee,"['528 pages, Hardcover']",2017.0,2017-06-27,528.0,137728,20872,4.04,2618,6235,25093,53511,50271,137728,historical fiction,"historical fiction,young adult,romance,lgbt,historical,queer",existing_or_parsed,"historical fiction, adult fiction, romance, lgbtq+, historical"
29346729,فن التخلي,عبدالله ناصر,"['96 pages, Paperback']",2016.0,2016-01-01,96.0,3126,730,3.23,304,522,973,815,512,3126,poetry,"poetry,literature",existing_or_parsed,"poetry, literature & classics"
29363501,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,"['293 pages, Hardcover']",2016.0,2016-11-18,293.0,158865,8546,4.17,2615,6116,26018,51442,72674,158865,fantasy,"fantasy,young adult,plays,magic,adventure,historical fiction",existing_or_parsed,"fantasy, adult fiction, literature & classics, paranormal & supernatural, adventure, historical fiction"
29367958,The Wall of Winnipeg and Me,Mariana Zapata,"['475 pages, Kindle Edition']",2016.0,2016-02-28,475.0,258312,28485,4.2,3926,9892,37840,84503,122151,258312,romance,"romance,sports romance,sports,contemporary,contemporary romance,new adult,adult",existing_or_parsed,"romance, arts & pop culture, contemporary & slice of life, adult fiction"
29395568,Exotic Neurotic,Kenneth Jarrett Singleton,"['108 pages, Paperback']",2016.0,2016-02-24,108.0,2300,11,3.7,231,212,396,648,813,2300,poetry,"poetry,contemporary",existing_or_parsed,"poetry, contemporary & slice of life"
29420265,The Stone Bearers,Jacque Stevens,"['336 pages, Kindle Edition']",2016.0,2016-03-10,336.0,152,76,4.06,5,4,29,53,61,152,fantasy,"fantasy,young adult,young adult fantasy,paranormal,magic,demons",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural"
29429083,The Blood Legacy: A Xianxia Cultivation Fantasy,Daman,"['408 pages, Kindle Edition']",2016.0,,408.0,1388,55,4.22,32,51,216,371,718,1388,fantasy,"fantasy,young adult",existing_or_parsed,"fantasy, adult fiction"
29481116,Hellboy and the B.P.R.D.: 1952 #1,John Arcudi,"['29 pages, Kindle Edition']",2015.0,,29.0,37,1,4.11,0,0,8,17,12,37,fantasy,"fantasy,comics",existing_or_parsed,"fantasy, comics & manga"
29550388,Talons of Power,Tui T. Sutherland,"['336 pages, Kindle Edition']",2016.0,2016-12-27,336.0,20766,814,4.53,96,262,1726,5161,13521,20766,fantasy,"fantasy,dragons,middle grade,adventure,childrens,young adult",existing_or_parsed,"fantasy, paranormal & supernatural, children & pre-teens, adventure, adult fiction"
29570559,Draekora,Lynette Noni,['404 pages'],2017.0,2017-04-01,404.0,7173,627,4.56,23,66,463,1922,4699,7173,fantasy,"fantasy,young adult,dragons,magic,time travel,adventure,young adult fantasy",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, science fiction, adventure"
29587324,Deep World Fire,C.M. Meridian,['ebook'],2016.0,2016-03-01,384.0,78,10,4.28,2,4,10,16,46,78,fantasy,"fantasy,epic fantasy",genre_median,fantasy
29589074,"Truly, Devious",Maureen Johnson,"['416 pages, Hardcover']",2018.0,2018-01-16,416.0,150040,21187,3.93,2134,7510,32438,64877,43081,150040,mystery,"mystery,young adult,mystery thriller,contemporary,thriller,crime",existing_or_parsed,"mystery & crime, adult fiction, contemporary & slice of life"
29623917,I Dream of Yellow Kites: What if it was all just a nightmare?,Retta Bono,"['99 pages, Kindle Edition']",2016.0,2016-03-16,99.0,76,5,3.99,4,6,7,29,30,76,young adult,"young adult,paranormal,thriller,mystery,suspense,crime",existing_or_parsed,"adult fiction, paranormal & supernatural, mystery & crime"
29629427,Our Blue Orange,A.R. Merrydew,"['307 pages, Kindle Edition']",2015.0,2015-08-29,307.0,5315,50,4.24,96,263,303,2275,2378,5315,science fiction,"science fiction,time travel,fantasy,comedy,unfinished,science fiction fantasy",existing_or_parsed,"science fiction, fantasy, comedy, other / niche"
29638166,From Sand and Ash,Amy Harmon,"['372 pages, Kindle Edition']",2016.0,2016-12-01,372.0,62760,5221,4.38,835,1298,5822,19959,34846,62760,historical fiction,"historical fiction,romance,historical,war,world war ii,historical romance",existing_or_parsed,"historical fiction, romance, historical, world literature"
29661618,Just One Damned Thing After Another,Jodi Taylor,"['480 pages, Hardcover']",2013.0,2013-06-01,480.0,46188,5747,3.88,1442,3031,9737,17529,14449,46188,time travel,"time travel,science fiction,fantasy,historical fiction,historical,adventure",existing_or_parsed,"science fiction, fantasy, historical fiction, historical, adventure"
29698573,A Different Blue,Amy Harmon,"['368 pages, Paperback']",2013.0,2013-03-29,368.0,36285,3934,4.23,512,1190,4886,12468,17229,36285,romance,"romance,new adult,contemporary,young adult,contemporary romance,high school",existing_or_parsed,"romance, adult fiction, contemporary & slice of life, school life"
29749085,Wonder Woman: Warbringer,Leigh Bardugo,"['369 pages, Hardcover']",2017.0,2017-08-29,369.0,36242,6265,4.01,597,1502,7013,15106,12024,36242,fantasy,"fantasy,young adult,superheroes,mythology,retellings,young adult fantasy",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, other / niche"
29763245,Daughters of the Dragon,William  Andrews,"['363 pages, Kindle Edition']",2008.0,2008-12-09,363.0,22166,1654,4.47,120,300,1764,6780,13202,22166,historical fiction,"historical fiction,historical,asia,war,world war ii,asian literature",existing_or_parsed,"historical fiction, historical, world literature, literature & classics"
29844228,Th1rteen R3asons Why,Jay Asher,"['352 pages, Hardcover']",2007.0,2007-10-18,352.0,973520,56651,3.85,40770,79772,210803,299552,342623,973520,young adult,"young adult,contemporary,realistic fiction,mystery,mental health,teen",existing_or_parsed,"adult fiction, contemporary & slice of life, mystery & crime, philosophy & education & personal development, young adult"
29863848,The Chosen,J.R. Ward,"['544 pages, ebook']",2017.0,2017-04-04,544.0,26744,2702,4.31,307,813,3410,7935,14279,26744,paranormal,"paranormal,romance,vampires,paranormal romance,fantasy,urban fantasy,adult",existing_or_parsed,"paranormal & supernatural, romance, fantasy, adult fiction"
29875363,The Fireman,Joe Hill,"['768 pages, Paperback']",2016.0,2016-05-17,768.0,60416,7903,3.91,1325,3813,12792,23338,19148,60416,horror,"horror,science fiction,fantasy,thriller,dystopia,post apocalyptic",existing_or_parsed,"horror, science fiction, fantasy, mystery & crime, dystopian"
29908754,The Zombie Room,R.D. Ronald,"['218 pages, Kindle Edition']",2012.0,2012-07-26,218.0,28190,401,3.74,2389,2559,5454,7298,10490,28190,thriller,"thriller,mystery,crime,drama,suspense,horror",existing_or_parsed,"mystery & crime, drama, horror"
29939230,A Conjuring of Light,V.E.  Schwab,"['624 pages, Hardcover']",2017.0,2017-02-21,624.0,162531,21014,4.32,988,3958,19358,56576,81651,162531,fantasy,"fantasy,young adult,magic,adult,romance,lgbt",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, romance, lgbtq+"
29963453,The Silent Waters,Brittainy C. Cherry,"['316 pages, Kindle Edition']",2016.0,2016-09-22,316.0,36541,4844,4.29,470,1292,4810,10749,19220,36541,romance,"romance,new adult,contemporary,contemporary romance,disability,drama,adult",existing_or_parsed,"romance, adult fiction, contemporary & slice of life, psychology & mental health, drama"
29977617,Africa's Child,Maria Nhambu,"['356 pages, Kindle Edition']",2016.0,2016-04-18,356.0,4000,26,4.3,67,118,221,1730,1864,4000,africa,"africa,contemporary,race,epic,historical fiction,drama",existing_or_parsed,"world literature, contemporary & slice of life, fantasy, historical fiction, drama"
29981261,The Butterfly Garden,Dot Hutchison,"['288 pages, Kindle Edition']",2016.0,2016-06-01,288.0,189678,18001,4.08,3976,9041,30888,68843,76930,189678,thriller,"thriller,horror,mystery,mystery thriller,crime,suspense",existing_or_parsed,"mystery & crime, horror"
29986740,A Merciful Death,Kendra Elliot,"['353 pages, Kindle Edition']",2017.0,2017-01-17,353.0,51459,2117,4.18,1278,1658,6657,18957,22909,51459,mystery,"mystery,thriller,romantic suspense,romance,suspense,crime",existing_or_parsed,"mystery & crime, romance"
30037800,The Dark Tower: And Other Stories,C.S. Lewis,"['240 pages, Paperback']",1977.0,1977-02-01,240.0,2940,360,3.7,39,219,926,1147,609,2940,fantasy,"fantasy,science fiction,christian,classics,christian fiction",existing_or_parsed,"fantasy, science fiction, religious & spiritual, classics"
30038855,Letters to the Lost,Brigid Kemmerer,"['391 pages, Hardcover']",2017.0,2017-04-04,391.0,46527,7204,4.32,257,973,5497,16635,23165,46527,romance,"romance,young adult,contemporary,young adult contemporary,contemporary romance,realistic fiction",existing_or_parsed,"romance, adult fiction, contemporary & slice of life"
30091914,Human Acts,Han Kang,"['218 pages, Hardcover']",2014.0,2014-05-19,218.0,32494,5149,4.22,202,1078,4830,11760,14624,32494,historical fiction,"historical fiction,historical,literary fiction,contemporary,asia,asian literature",existing_or_parsed,"historical fiction, historical, literature & classics, contemporary & slice of life, world literature"
30108909,Brain Damage,Freida McFadden,"['400 pages, Kindle Edition']",2016.0,2016-04-28,400.0,53363,2722,4.12,608,2279,9862,17999,22615,53363,thriller,"thriller,mystery,mystery thriller,psychological thriller,suspense,crime",existing_or_parsed,mystery & crime
30123388,Fate,Amanda Hocking,"['286 pages, Paperback']",2010.0,2010-04-15,286.0,21480,742,3.97,330,1234,4805,7496,7615,21480,vampires,"vampires,young adult,paranormal,fantasy,romance,paranormal romance,supernatural",existing_or_parsed,"paranormal & supernatural, adult fiction, fantasy, romance"
30145666,The Dark Prophecy,Rick Riordan,"['432 pages, Hardcover']",2017.0,2017-05-02,432.0,115969,7925,4.14,685,3331,21142,44824,45987,115969,fantasy,"fantasy,mythology,young adult,middle grade,adventure,greek mythology",existing_or_parsed,"fantasy, paranormal & supernatural, adult fiction, children & pre-teens, adventure"
30150701,Redstone,C.E.  Johnson,"['483 pages, Kindle Edition']",2016.0,,483.0,87,14,4.62,2,2,5,9,69,87,fantasy,fantasy,existing_or_parsed,fantasy
30156088,The Beech Tree,Don  Phelan,"['332 pages, Paperback']",2011.0,2011-11-30,332.0,115,30,4.13,2,3,26,31,53,115,,,existing_or_parsed,other / niche
30163876,The Golden Sword,Janet E. Morris,"['420 pages, Kindle Edition']",1977.0,1977-01-01,420.0,129,13,4.05,6,9,24,24,66,129,fantasy,"fantasy,science fiction,dystopia,science fiction fantasy,heroic fantasy,dark fantasy",existing_or_parsed,"fantasy, science fiction, dystopian"
30178223,Midnight Obsession,Melinda Leigh,"['329 pages, Paperback']",2017.0,2017-01-03,329.0,16055,393,4.32,219,393,1697,5466,8280,16055,romantic suspense,"romantic suspense,mystery,suspense,thriller,romance,crime",existing_or_parsed,"romance, mystery & crime"
30196482,Tier One,Brian  Andrews,"['402 pages, Kindle Edition']",2016.0,2016-09-01,402.0,13865,771,4.12,206,464,2275,5400,5520,13865,thriller,"thriller,military fiction,espionage,mystery thriller,adventure,action",existing_or_parsed,"mystery & crime, historical fiction, adventure, action"
30201299,El Diablo,M.  Robinson,"['469 pages, ebook']",2016.0,2016-08-30,469.0,13010,2133,3.98,956,922,1738,3208,6186,13010,dark,"dark,romance,contemporary romance,contemporary,erotica,abuse,suspense",existing_or_parsed,"dark & erotic, romance, contemporary & slice of life, psychology & mental health, mystery & crime"
30238163,Ace of Shades,Amanda Foody,"['411 pages, Hardcover']",2018.0,2018-04-10,411.0,19701,3603,3.84,380,1295,4707,8076,5243,19701,fantasy,"fantasy,young adult,young adult fantasy,romance,lgbt,mystery",existing_or_parsed,"fantasy, adult fiction, romance, lgbtq+, mystery & crime"
30244626,4 3 2 1,Paul Auster,"['866 pages, Hardcover']",2017.0,2017-01-31,866.0,31158,4368,3.96,743,2099,6087,10989,11240,31158,historical fiction,"historical fiction,contemporary,literary fiction,american,literature",existing_or_parsed,"historical fiction, contemporary & slice of life, literature & classics, world literature"
30279514,Dreadnought,April  Daniels,"['280 pages, Paperback']",2017.0,2017-01-24,280.0,8658,1665,4.12,128,307,1410,3401,3412,8658,fantasy,"fantasy,young adult,lgbt,queer,superheroes,science fiction",existing_or_parsed,"fantasy, adult fiction, lgbtq+, paranormal & supernatural, science fiction"
30295312,The Red Scrolls of Magic,Cassandra Clare,"['368 pages, Paperback']",2019.0,2019-04-09,368.0,52995,6536,4.11,411,1713,10022,20405,20444,52995,fantasy,"fantasy,young adult,lgbt,romance,urban fantasy,paranormal",existing_or_parsed,"fantasy, adult fiction, lgbtq+, romance, paranormal & supernatural"
30303793,Dark Tales,Shirley Jackson,"['208 pages, Hardcover']",2016.0,2016-10-06,208.0,7371,966,4.01,54,251,1506,3315,2245,7371,horror,"horror,classics,gothic,mystery,thriller",existing_or_parsed,"horror, classics, dark & erotic, mystery & crime"
30312700,"Alex, Approximately",Jenn Bennett,"['391 pages, Hardcover']",2017.0,2017-04-04,391.0,51398,7341,3.95,816,2620,11079,20721,16162,51398,romance,"romance,young adult,contemporary,young adult contemporary,young adult romance,contemporary romance",existing_or_parsed,"romance, adult fiction, contemporary & slice of life"
30312855,The Last Magician,Lisa   Maxwell,"['500 pages, Hardcover']",2017.0,2017-07-18,500.0,20838,3851,4.04,283,946,3751,8613,7245,20838,fantasy,"fantasy,young adult,historical fiction,time travel,magic,young adult fantasy,historical",existing_or_parsed,"fantasy, adult fiction, historical fiction, science fiction, paranormal & supernatural, historical"
30312891,Lord of Shadows,Cassandra Clare,"['699 pages, Hardcover']",2017.0,2017-05-23,699.0,146302,16936,4.41,925,2625,14116,45836,82800,146302,fantasy,"fantasy,young adult,romance,urban fantasy,paranormal,young adult fantasy",existing_or_parsed,"fantasy, adult fiction, romance, paranormal & supernatural"
30317273,Anna of the Five Towns,Arnold Bennett,"['288 pages, Paperback']",1902.0,1902-01-01,288.0,1660,191,3.67,62,135,451,648,364,1660,classics,"classics,british literature,historical fiction,20th century,literature",existing_or_parsed,"classics, literature & classics, historical fiction"
30319086,If We Were Villains,M.L. Rio,"['354 pages, Hardcover']",2017.0,2017-04-11,354.0,279262,51415,4.16,3813,12725,43594,92912,126218,279262,mystery,"mystery,thriller,mystery thriller,contemporary,lgbt,adult",existing_or_parsed,"mystery & crime, contemporary & slice of life, lgbtq+, adult fiction"
30332172,"Oh, The Places You'll Go!",Dr. Seuss,"['48 pages, Hardcover']",1990.0,1990-01-22,48.0,408558,6477,4.36,7291,13259,49098,92730,246180,408558,childrens,"childrens,picture books,classics,poetry,fantasy,young adult",existing_or_parsed,"children & pre-teens, classics, poetry, fantasy, adult fiction"
30333938,Slammed,Colleen Hoover,"['354 pages, Kindle Edition']",2012.0,2012-01-04,354.0,370592,24979,4.17,6898,15474,57472,119272,171476,370592,romance,"romance,young adult,new adult,contemporary,contemporary romance,chick lit",existing_or_parsed,"romance, adult fiction, contemporary & slice of life, chick lit"
30346601,Brainwalker,Robyn Mundell,"['260 pages, ebook']",2016.0,2016-10-01,260.0,9636,244,4.32,168,210,593,4061,4604,9636,fantasy,"fantasy,young adult,childrens,middle grade,adventure,science fiction fantasy",existing_or_parsed,"fantasy, adult fiction, children & pre-teens, adventure, science fiction"
30408315,Diary of a Wimpy Kid 1,Jeff Kinney,"['224 pages, Paperback']",2007.0,2007-04-01,224.0,697917,21882,3.98,31003,48785,133285,173650,311194,697917,humor,"humor,childrens,middle grade,young adult,realistic fiction,graphic novels",existing_or_parsed,"comedy, children & pre-teens, adult fiction, contemporary & slice of life, comics & manga"
30528535,انتحار فاشل,أحمد جمال الدين رمضان,"['175 pages, Paperback']",2016.0,2016-07-01,175.0,3074,336,4.58,49,66,206,476,2277,3074,literature,"literature,anthologies,collections",existing_or_parsed,"literature & classics, other / niche"
30528544,العصبي,أحمد جمال الدين رمضان,"['165 pages, Paperback']",2016.0,2016-01-01,165.0,2677,278,4.64,46,37,83,512,1999,2677,literature,"literature,anthologies",existing_or_parsed,"literature & classics, other / niche"
30749173,Fluturi,Irina Binder,"['300 pages, Paperback']",2016.0,2016-06-01,300.0,3646,74,3.62,402,441,698,710,1395,3646,romance,"romance,romanian literature,love,contemporary,21st century,contemporary romance",existing_or_parsed,"romance, literature & classics, contemporary & slice of life, historical fiction"
30753713,The Kremlin's Candidate,Jason  Matthews,"['435 pages, Hardcover']",2018.0,2018-02-13,435.0,16753,1252,4.17,198,617,2547,6248,7143,16753,thriller,"thriller,mystery,espionage,suspense,russia,spy thriller",existing_or_parsed,"mystery & crime, world literature"
30760409,The Arbitrator,Max Nowaz,"['229 pages, Paperback']",2019.0,,229.0,10902,64,4.26,184,435,584,4804,4895,10902,science fiction,"science fiction,space opera,science fiction fantasy,space,adventure",existing_or_parsed,"science fiction, adventure"
30763001,تذكرة وحيدة للقاهرة,أشرف العشماوي,"['472 pages, Paperback']",2016.0,2016-07-07,472.0,8655,662,4.02,79,167,1241,5178,1990,8655,egypt,"egypt,literature,drama,historical fiction,egyptian literature",existing_or_parsed,"world literature, literature & classics, drama, historical fiction"
30839185,Vicious,L.J. Shen,"['339 pages, Kindle Edition']",2016.0,2016-12-27,339.0,136855,12070,3.96,4381,8735,26729,45314,51696,136855,romance,"romance,contemporary,new adult,contemporary romance,dark,adult,high school",existing_or_parsed,"romance, contemporary & slice of life, adult fiction, dark & erotic, school life"
30841984,Kings of the Wyld,Nicholas Eames,"['502 pages, Paperback']",2017.0,2017-02-21,502.0,52024,7618,4.28,545,1586,6395,17879,25619,52024,fantasy,"fantasy,humor,high fantasy,adult,adventure,epic fantasy",existing_or_parsed,"fantasy, comedy, adult fiction, adventure"
30974492,His Unconquerable Enemy and Other Horror Stories by W.C. Morrow,W.C. Morrow,"['188 pages, Kindle Edition']",2016.0,,188.0,16,4,3.44,0,3,5,6,2,16,horror,horror,existing_or_parsed,horror
31079552,Twisted Love,Wally Runnels,"['320 pages, Paperback']",2016.0,,320.0,203,11,4.16,1,1,29,106,66,203,mystery,"mystery,romantic,thriller,drama,21st century,adventure,romance",existing_or_parsed,"mystery & crime, romance, drama, historical fiction, adventure"
