book_id,book_title,author,format,publication_year,publication_date,num_pages_final,num_ratings,num_reviews,average_rating,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,ratings_total_from_dist,main_genre,genres_list_clean,num_pages_fill_source,genres_mapped_clean
51590,Frisk,Dennis Cooper,"['240 pages, Paperback']",1991.0,1991-01-01,240.0,3265,343,3.67,148,302,839,1176,800,3265,horror,"horror,queer,lgbt,gay,dark",existing_or_parsed,"horror, lgbtq+, dark & erotic"
51591,My Loose Thread,Dennis Cooper,"['128 pages, Paperback']",2002.0,2002-01-01,128.0,1041,107,3.75,48,95,237,354,307,1041,queer,"queer,lgbt,young adult,gay,contemporary,dark",existing_or_parsed,"lgbtq+, adult fiction, contemporary & slice of life, dark & erotic"
51595,Guide,Dennis Cooper,"['176 pages, Paperback']",1997.0,1997-05-01,176.0,939,84,4.03,15,48,176,359,341,939,queer,"queer,lgbt,gay,horror,dark,american",existing_or_parsed,"lgbtq+, horror, dark & erotic, world literature"
51606,Johnny Got His Gun,Dalton Trumbo,"['309 pages, Paperback']",1939.0,1939-09-03,309.0,44165,3274,4.2,717,1619,6503,14715,20611,44165,classics,"classics,war,historical fiction,horror,literature",existing_or_parsed,"classics, world literature, historical fiction, horror, literature & classics"
51737,The Truth About Forever,Sarah Dessen,"['374 pages, Paperback']",2004.0,2004-05-11,374.0,223145,9016,4.12,3384,9212,40825,73806,95918,223145,young adult,"young adult,romance,contemporary,chick lit,realistic fiction,teen",existing_or_parsed,"adult fiction, romance, contemporary & slice of life, chick lit, young adult"
51738,Just Listen,Sarah Dessen,"['371 pages, Hardcover']",2006.0,2006-04-06,371.0,247163,8903,4.05,4564,12051,48513,82190,99845,247163,young adult,"young adult,romance,contemporary,realistic fiction,chick lit,teen",existing_or_parsed,"adult fiction, romance, contemporary & slice of life, chick lit, young adult"
51944,Tenderness,Robert Cormier,"['242 pages, Paperback']",1997.0,1997-01-01,242.0,2956,367,3.69,108,295,805,953,795,2956,young adult,"young adult,horror,crime,thriller,realistic fiction,teen",existing_or_parsed,"adult fiction, horror, mystery & crime, contemporary & slice of life, young adult"
51964,Old Man's War,John Scalzi,"['355 pages, Mass Market Paperback']",2005.0,2005-12-27,355.0,198048,12099,4.24,1885,5184,26376,75607,88996,198048,science fiction,"science fiction,space opera,war,science fiction fantasy,military fiction,space",existing_or_parsed,"science fiction, world literature, historical fiction"
52036,Siddhartha,Hermann Hesse,"['152 pages, Mass Market Paperback']",1922.0,1922-10-01,152.0,775517,27356,4.07,16211,40824,140429,254422,323631,775517,classics,"classics,philosophy,spirituality,religion,literature,buddhism",existing_or_parsed,"classics, philosophy & education & personal development, religious & spiritual, literature & classics"
52251,Claudius the God and His Wife Messalina,Robert Graves,"['533 pages, Paperback']",1989.0,,533.0,15225,758,4.21,63,373,2358,5910,6521,15225,historical fiction,"historical fiction,classics,historical,literature,roman",existing_or_parsed,"historical fiction, classics, historical, literature & classics, world literature"
52258,"The Price of Salt, or Carol",Patricia Highsmith,"['292 pages, Paperback']",1952.0,1952-01-01,292.0,71590,7063,4.02,1077,3557,14334,26828,25794,71590,lgbt,"lgbt,romance,queer,classics,lesbian,historical fiction",existing_or_parsed,"lgbtq+, romance, classics, historical fiction"
52350,The Stepford Wives,Ira Levin,"['144 pages, Paperback']",1972.0,1972-09-01,144.0,41981,3868,3.84,403,2345,11253,17431,10549,41981,horror,"horror,classics,science fiction,thriller,mystery,feminism",existing_or_parsed,"horror, classics, science fiction, mystery & crime, philosophy & education & personal development"
52367,Batman: The Dark Knight Strikes Again,Frank Miller,"['248 pages, Paperback']",2001.0,2001-01-01,248.0,15631,925,3.2,1839,2823,4376,3571,3022,15631,comics,"comics,graphic novels,batman,dc comics,graphic novels comics,comic book",existing_or_parsed,comics & manga
52397,Parable of the Sower,Octavia E. Butler,"['345 pages, Paperback']",1993.0,1993-10-01,345.0,170576,18387,4.21,1663,5204,24464,63955,75290,170576,science fiction,"science fiction,dystopia,fantasy,classics,post apocalyptic,speculative fiction",existing_or_parsed,"science fiction, dystopian, fantasy, classics, speculative fiction"
52609,The Sunlight Dialogues,John Gardner,"['736 pages, Paperback']",1972.0,1972-01-01,736.0,803,73,3.92,25,41,164,313,260,803,literature,"literature,classics,mystery,american,literary fiction",existing_or_parsed,"literature & classics, classics, mystery & crime, world literature"
52635,The Hellbound Heart,Clive Barker,"['164 pages, Paperback']",1986.0,1986-11-01,164.0,57919,4014,4.07,587,1973,11341,22815,21203,57919,horror,"horror,fantasy,novella,classics,supernatural,paranormal",existing_or_parsed,"horror, fantasy, other / niche, classics, paranormal & supernatural"
52640,Weaveworld,Clive Barker,"['721 pages, Paperback']",1987.0,1987-10-01,721.0,32404,1625,4.13,523,1431,5387,10946,14117,32404,fantasy,"fantasy,horror,dark fantasy,science fiction fantasy,science fiction,urban fantasy",existing_or_parsed,"fantasy, horror, science fiction"
52778,The Woman Who Walked Into Doors,Roddy Doyle,"['240 pages, Paperback']",1996.0,1996-04-01,240.0,10804,772,3.85,127,560,2823,4547,2747,10804,ireland,"ireland,irish literature,contemporary,literary fiction,literature",existing_or_parsed,"world literature, literature & classics, contemporary & slice of life"
52782,Seize the Day,Saul Bellow,"['114 pages, Paperback']",1957.0,1957-01-01,114.0,12558,1055,3.53,306,1343,4313,4572,2024,12558,classics,"classics,literature,american,20th century,novella",existing_or_parsed,"classics, literature & classics, world literature, historical fiction, other / niche"
52783,Henderson the Rain King,Saul Bellow,"['341 pages, Paperback']",1959.0,1959-01-01,341.0,15418,961,3.77,472,1294,3945,5368,4339,15418,classics,"classics,literature,africa,american,literary fiction",existing_or_parsed,"classics, literature & classics, world literature"
52862,Varjak Paw,S.F. Said,"['256 pages, Paperback']",2003.0,2003-01-02,256.0,6591,586,4.15,121,239,1060,2280,2891,6591,fantasy,"fantasy,animals,cats,childrens,middle grade,adventure",existing_or_parsed,"fantasy, animals / nature, children & pre-teens, adventure"
52873,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,"['242 pages, Paperback']",1993.0,1993-09-01,242.0,26193,2176,4.09,267,947,4574,10761,9644,26193,humor,"humor,literature,contemporary,young adult,literary fiction",existing_or_parsed,"comedy, literature & classics, contemporary & slice of life, adult fiction"
52877,The Toughest Indian in the World,Sherman Alexie,"['238 pages, Paperback']",2000.0,2000-04-09,238.0,7022,460,4.08,75,219,1237,3057,2434,7022,literature,"literature,literary fiction,american,contemporary,humor",existing_or_parsed,"literature & classics, world literature, contemporary & slice of life, comedy"
52878,Indian Killer,Sherman Alexie,"['432 pages, Paperback']",1996.0,1996-01-01,432.0,8117,672,3.78,162,588,2144,3201,2022,8117,mystery,"mystery,thriller,contemporary,crime,literary fiction",existing_or_parsed,"mystery & crime, contemporary & slice of life, literature & classics"
52926,The Ogre,Michel Tournier,"['373 pages, Paperback']",1970.0,1970-09-09,373.0,2145,143,4.02,51,114,403,747,830,2145,france,"france,french literature,historical fiction,literature,war",existing_or_parsed,"world literature, literature & classics, historical fiction"
53022,The Collected Poems of W.B. Yeats,W.B. Yeats,"['544 pages, Paperback']",1933.0,1933-01-01,544.0,38859,508,4.23,638,1249,5639,12476,18857,38859,poetry,"poetry,classics,irish literature,ireland,literature,20th century",existing_or_parsed,"poetry, classics, literature & classics, world literature, historical fiction"
53044,Hiroshima mon amour,Marguerite Duras,"['160 pages, Mass Market Paperback']",1959.0,1959-01-01,160.0,5950,403,3.89,117,375,1378,2269,1811,5950,france,"france,classics,plays,romance,french literature,film",existing_or_parsed,"world literature, classics, literature & classics, romance, comics & manga"
53061,Death in Venice,Thomas Mann,"['142 pages, Paperback']",1912.0,1912-01-01,142.0,57036,3999,3.7,1771,5089,15801,20224,14151,57036,german literature,"german literature,literature,classics,germany,lgbt",existing_or_parsed,"literature & classics, classics, world literature, lgbtq+"
53064,Death in Venice and Other Tales,Thomas Mann,"['384 pages, Paperback']",1911.0,1911-01-01,384.0,16782,489,3.9,393,1028,3850,6022,5489,16782,classics,"classics,german literature,literature,germany,20th century",existing_or_parsed,"classics, literature & classics, world literature, historical fiction"
53072,Gates of Paradise,V.C. Andrews,"['488 pages, Mass Market Paperback']",1989.0,1989-10-18,488.0,12831,217,3.85,171,972,3589,3978,4121,12831,young adult,"young adult,horror,romance,gothic,drama,mystery",existing_or_parsed,"adult fiction, horror, romance, dark & erotic, drama, mystery & crime"
53101,Nightwood,Djuna Barnes,"['182 pages, Paperback']",1936.0,1936-01-01,182.0,12949,1551,3.61,609,1611,3364,3992,3373,12949,classics,"classics,queer,lgbt,20th century,literature",existing_or_parsed,"classics, lgbtq+, historical fiction, literature & classics"
53109,Duino Elegies and The Sonnets to Orpheus,Rainer Maria Rilke,"['224 pages, Paperback']",1923.0,1923-01-01,224.0,2559,217,4.46,16,45,262,668,1568,2559,poetry,"poetry,classics,german literature,20th century,germany,literature",existing_or_parsed,"poetry, classics, literature & classics, historical fiction, world literature"
53111,Duino Elegies,Rainer Maria Rilke,"['204 pages, Paperback']",1922.0,1922-01-01,204.0,9095,593,4.4,69,214,1034,2489,5289,9095,poetry,"poetry,classics,german literature,literature,germany,philosophy",existing_or_parsed,"poetry, classics, literature & classics, world literature, philosophy & education & personal development"
53169,The Children's Hospital,Chris Adrian,"['615 pages, Hardcover']",2006.0,2006-08-22,615.0,2960,567,3.57,209,358,713,901,779,2960,fantasy,"fantasy,science fiction,magical realism,post apocalyptic,literature",existing_or_parsed,"fantasy, science fiction, paranormal & supernatural, dystopian, literature & classics"
53413,Hopscotch,Julio Cortázar,"['564 pages, Paperback']",1963.0,1963-01-01,564.0,43135,3480,4.21,1019,2088,5872,11981,22175,43135,classics,"classics,spanish literature,literature,latin american,magical realism",existing_or_parsed,"classics, literature & classics, world literature, paranormal & supernatural"
53414,62: A Model Kit,Julio Cortázar,"['288 pages, Paperback']",1968.0,1968-01-01,288.0,2742,189,4.11,54,126,489,855,1218,2742,latin american,"latin american,literature,spanish literature,classics,magical realism",existing_or_parsed,"world literature, literature & classics, classics, paranormal & supernatural"
53421,Libro de Manuel,Julio Cortázar,"['432 pages, Paperback']",1973.0,1973-03-15,432.0,938,54,3.86,31,63,203,350,291,938,latin american,"latin american,spanish literature,classics,latin american literature,roman",existing_or_parsed,"world literature, literature & classics, classics"
53423,Cronopios and Famas,Julio Cortázar,"['162 pages, Paperback']",1962.0,1962-01-01,162.0,18286,1120,4.24,179,548,2676,6223,8660,18286,classics,"classics,spanish literature,magical realism,literature,latin american",existing_or_parsed,"classics, literature & classics, paranormal & supernatural, world literature"
53447,El túnel,Ernesto Sabato,"['158 pages, Paperback']",1948.0,1948-01-01,158.0,75766,6016,4.02,1113,3708,14721,28908,27316,75766,classics,"classics,spanish literature,literature,latin american,latin american literature",existing_or_parsed,"classics, literature & classics, world literature"
53496,Walk Two Moons,Sharon Creech,"['280 pages, Paperback']",1994.0,1994-01-01,280.0,167948,8111,3.99,3985,9761,34545,54952,64705,167948,young adult,"young adult,middle grade,childrens,realistic fiction,school,classics",existing_or_parsed,"adult fiction, children & pre-teens, contemporary & slice of life, school life, classics"
53639,Zorba the Greek,Nikos Kazantzakis,"['335 pages, Paperback']",1946.0,1946-01-01,335.0,51807,5692,4.05,1440,3051,8802,16833,21681,51807,classics,"classics,philosophy,greece,literature,historical fiction",existing_or_parsed,"classics, philosophy & education & personal development, world literature, literature & classics, historical fiction"
53729,Hellstrom's Hive,Frank Herbert,"['336 pages, Paperback']",1973.0,1973-09-01,336.0,3624,187,3.69,58,273,1188,1328,777,3624,science fiction,"science fiction,horror,science fiction fantasy,dystopia,fantasy,speculative fiction",existing_or_parsed,"science fiction, horror, dystopian, fantasy, speculative fiction"
53764,The Great Dune Trilogy,Frank Herbert,"['912 pages, Paperback']",1979.0,1979-04-01,912.0,61424,510,4.37,705,1596,6842,17638,34643,61424,science fiction,"science fiction,fantasy,classics,science fiction fantasy,space opera",existing_or_parsed,"science fiction, fantasy, classics"
53809,Maktub,Paulo Coelho,"['192 pages, Paperback']",1994.0,1994-01-01,192.0,13648,939,3.42,859,1925,4345,3638,2881,13648,philosophy,"philosophy,literature,self help,inspirational",existing_or_parsed,"philosophy & education & personal development, literature & classics"
53835,The Age of Innocence,Edith Wharton,"['293 pages, Paperback']",1920.0,1920-10-01,293.0,175671,10519,3.97,3175,9295,37879,65295,60027,175671,classics,"classics,historical fiction,romance,literature,american,historical",existing_or_parsed,"classics, historical fiction, romance, literature & classics, world literature, historical"
53925,The War of the End of the World,Mario Vargas Llosa,"['568 pages, Paperback']",1981.0,1981-10-01,568.0,11216,982,4.24,139,425,1542,3614,5496,11216,historical fiction,"historical fiction,literature,latin american,classics,nobel prize",existing_or_parsed,"historical fiction, literature & classics, world literature, classics, other / niche"
53926,Travesuras de la niña mala,Mario Vargas Llosa,"['384 pages, Paperback']",2006.0,2006-05-01,384.0,42085,3469,4.12,585,1888,6881,15148,17583,42085,romance,"romance,spanish literature,nobel prize,latin american,literature",existing_or_parsed,"romance, literature & classics, other / niche, world literature"
53969,The Feast of the Goat,Mario Vargas Llosa,"['475 pages, Paperback']",2000.0,2000-01-01,475.0,35331,3325,4.33,310,882,3935,12074,18130,35331,historical fiction,"historical fiction,spanish literature,latin american,literature,nobel prize",existing_or_parsed,"historical fiction, literature & classics, world literature, other / niche"
53970,Conversation in the Cathedral,Mario Vargas Llosa,"['608 pages, Paperback']",1969.0,1969-01-01,608.0,9579,826,4.36,103,250,1076,2803,5347,9579,literature,"literature,classics,latin american,spanish literature,latin american literature",existing_or_parsed,"literature & classics, classics, world literature"
53972,The Green House,Mario Vargas Llosa,"['416 pages, Paperback']",1966.0,1966-01-01,416.0,4648,357,3.74,157,393,1199,1650,1249,4648,latin american,"latin american,spanish literature,classics,latin american literature,nobel prize",existing_or_parsed,"world literature, literature & classics, classics, other / niche"
54028,Endgame & Act Without Words,Samuel Beckett,"['91 pages, Paperback']",1957.0,1957-01-01,91.0,10916,267,3.92,427,797,2063,3520,4109,10916,plays,"plays,drama,theatre,classics,literature,irish literature",existing_or_parsed,"literature & classics, drama, arts & pop culture, classics"
54120,The Double,José Saramago,"['324 pages, Hardcover']",2002.0,2002-01-01,324.0,21273,1835,3.96,275,1047,4527,8784,6640,21273,portugal,"portugal,portuguese literature,magical realism,literature,nobel prize",existing_or_parsed,"world literature, literature & classics, paranormal & supernatural, other / niche"
54283,When Hitler Stole Pink Rabbit,Judith Kerr,"['191 pages, Paperback']",1971.0,1971-01-01,191.0,21626,1660,3.99,308,965,4528,8629,7196,21626,historical fiction,"historical fiction,historical,childrens,holocaust,war,young adult",existing_or_parsed,"historical fiction, historical, children & pre-teens, world literature, adult fiction"
54812,Streets of Laredo,Larry McMurtry,"['547 pages, Paperback']",1993.0,1993-01-01,547.0,19709,1124,4.06,155,619,3809,8431,6695,19709,westerns,"westerns,historical fiction,historical,adventure,classics",existing_or_parsed,"other / niche, historical fiction, historical, adventure, classics"
54814,Texasville,Larry McMurtry,"['544 pages, Paperback']",1987.0,1987-01-01,544.0,4842,251,3.74,101,376,1397,1790,1178,4842,westerns,"westerns,contemporary,literary fiction,literature,southern",existing_or_parsed,"other / niche, contemporary & slice of life, literature & classics"
54847,Oil!,Upton Sinclair,"['528 pages, Paperback']",1926.0,1926-01-01,528.0,6590,776,3.73,107,527,1925,2525,1506,6590,classics,"classics,historical fiction,literature,politics,american",existing_or_parsed,"classics, historical fiction, literature & classics, world literature"
54952,Cockpit,Jerzy Kosiński,"['272 pages, Paperback']",1968.0,1968-01-01,272.0,1298,77,3.66,35,112,389,480,282,1298,polish literature,"polish literature,literature,literary fiction,roman,the united states of america",existing_or_parsed,"literature & classics, world literature"
54984,La catedral del mar,Ildefonso Falcones,"['670 pages, Hardcover']",2006.0,2006-03-01,670.0,55603,2911,4.16,969,2362,8259,19477,24536,55603,historical fiction,"historical fiction,historical,spain,spanish literature,medieval",existing_or_parsed,"historical fiction, historical, world literature, literature & classics"
55096,The Piano Tuner,Daniel       Mason,"['312 pages, Paperback']",2002.0,2002-01-01,312.0,14024,1747,3.61,380,1352,4368,5242,2682,14024,historical fiction,"historical fiction,asia,music,historical,travel",existing_or_parsed,"historical fiction, world literature, arts & pop culture, historical, philosophy & education & personal development"
55398,House of Chains,Steven Erikson,"['1015 pages, Mass Market Paperback']",2002.0,2002-12-02,1015.0,48673,1871,4.34,249,806,5307,18107,24204,48673,fantasy,"fantasy,epic fantasy,high fantasy,epic,dark fantasy,science fiction fantasy",existing_or_parsed,"fantasy, science fiction"
55399,Gardens of the Moon,Steven Erikson,"['666 pages, Mass Market Paperback']",1999.0,1999-04-01,666.0,120224,8366,3.92,3979,7766,23158,44046,41275,120224,fantasy,"fantasy,epic fantasy,high fantasy,epic,science fiction fantasy,dark fantasy",existing_or_parsed,"fantasy, science fiction"
55401,Deadhouse Gates,Steven Erikson,"['604 pages, Hardcover']",2000.0,2000-09-01,604.0,74023,3618,4.27,1030,2306,9020,24979,36688,74023,fantasy,"fantasy,epic fantasy,high fantasy,epic,dark fantasy,science fiction fantasy",existing_or_parsed,"fantasy, science fiction"
55448,The Crimson Labyrinth,Yusuke Kishi,"['288 pages, Paperback']",1999.0,1999-04-09,288.0,1274,174,3.74,22,94,371,487,300,1274,horror,"horror,japanese literature,japan,science fiction,thriller,speculative fiction",existing_or_parsed,"horror, literature & classics, world literature, science fiction, mystery & crime, speculative fiction"
55480,Jealousy & In the Labyrinth,Alain Robbe-Grillet,"['320 pages, Paperback']",1959.0,1959-01-01,320.0,785,73,3.87,16,52,190,285,242,785,france,"france,literature,french literature,classics,literary fiction",existing_or_parsed,"world literature, literature & classics, classics"
56031,A Maggot,John Fowles,"['464 pages, Paperback']",1985.0,1985-01-01,464.0,3350,208,3.58,118,338,1035,1205,654,3350,historical fiction,"historical fiction,mystery,classics,literary fiction,historical,literature",existing_or_parsed,"historical fiction, mystery & crime, classics, literature & classics, historical"
56034,The French Lieutenant’s Woman,John Fowles,"['470 pages, Paperback']",1969.0,1969-11-10,470.0,53096,2132,3.88,1045,3150,12611,20661,15629,53096,classics,"classics,historical fiction,romance,historical,literature,british literature",existing_or_parsed,"classics, historical fiction, romance, historical, literature & classics"
56077,Sweet Thursday,John Steinbeck,"['249 pages, Paperback']",1954.0,1954-01-01,249.0,17174,1264,4.11,92,500,3241,6910,6431,17174,classics,"classics,literature,american,historical fiction,literary fiction",existing_or_parsed,"classics, literature & classics, world literature, historical fiction"
56083,In Dubious Battle,John Steinbeck,"['274 pages, Paperback']",1936.0,1936-01-01,274.0,14512,1028,3.92,195,662,3439,6027,4189,14512,classics,"classics,literature,historical fiction,american,politics",existing_or_parsed,"classics, literature & classics, historical fiction, world literature"
56096,The Anatomy Lesson,Philip Roth,"['304 pages, Paperback']",1983.0,1983-11-01,304.0,3511,259,3.66,48,284,1112,1453,614,3511,literature,"literature,american,literary fiction,jewish,classics",existing_or_parsed,"literature & classics, world literature, religious & spiritual, classics"
56331,Gone For Soldiers,Jeff Shaara,"['512 pages, Mass Market Paperback']",2000.0,2000-05-02,512.0,5908,291,4.16,31,134,993,2463,2287,5908,historical fiction,"historical fiction,war,military fiction,historical,american history,civil war",existing_or_parsed,"historical fiction, world literature, historical"
56466,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,"['227 pages, Paperback']",2002.0,2002-09-20,227.0,18150,2021,4.08,553,1082,3023,5113,8379,18150,self help,"self help,inspirational,personal development,business,christian,leadership",existing_or_parsed,"philosophy & education & personal development, religious & spiritual"
56616,Double Indemnity,James M. Cain,"['115 pages, Paperback']",1936.0,1936-01-01,115.0,26342,1806,4.06,346,932,4837,10863,9364,26342,mystery,"mystery,noir,classics,crime,thriller,mystery thriller",existing_or_parsed,"mystery & crime, classics"
56674,Empire of the Sun,J.G. Ballard,"['351 pages, Paperback']",1984.0,1984-09-13,351.0,20730,1194,3.98,218,839,4425,8897,6351,20730,historical fiction,"historical fiction,war,china,classics,historical,world war ii",existing_or_parsed,"historical fiction, world literature, classics, historical"
56728,You Are Special,Max Lucado,"['32 pages, Hardcover']",2004.0,,32.0,52553,1481,4.45,836,1345,5039,11354,33979,52553,picture books,"picture books,childrens,christian,religion,inspirational,christian fiction",existing_or_parsed,"children & pre-teens, religious & spiritual, philosophy & education & personal development"
56842,Fatherland,Robert   Harris,"['380 pages, Paperback']",1992.0,1992-01-01,380.0,48047,2749,4.01,535,1735,9543,21293,14941,48047,historical fiction,"historical fiction,thriller,alternate history,mystery,crime,science fiction",existing_or_parsed,"historical fiction, mystery & crime, science fiction"
56899,Aura,Carlos Fuentes,"['118 pages, Paperback']",1962.0,1962-01-01,118.0,36177,3256,3.82,824,2555,9310,13276,10212,36177,spanish literature,"spanish literature,classics,horror,magical realism,latin american,literature",existing_or_parsed,"literature & classics, classics, horror, paranormal & supernatural, world literature"
56919,La tregua,Mario Benedetti,"['215 pages, Paperback']",1960.0,1960-01-01,215.0,33851,3313,4.18,399,1232,5266,11899,15055,33851,romance,"romance,spanish literature,latin american,literature,latin american literature",existing_or_parsed,"romance, literature & classics, world literature"
57045,Downbelow Station,C.J. Cherryh,"['526 pages, Mass Market Paperback']",1981.0,1981-01-01,526.0,15554,808,3.9,369,1005,3482,5634,5064,15554,science fiction,"science fiction,space opera,hugo awards,science fiction fantasy,space,speculative fiction",existing_or_parsed,"science fiction, other / niche, speculative fiction"
57220,País de las sombras largas,Hans Ruesch,"['291 pages, Paperback']",1950.0,1950-01-01,291.0,1424,125,4.16,19,53,223,519,610,1424,historical fiction,"historical fiction,anthropology,nature,read for school",existing_or_parsed,"historical fiction, other / niche, animals / nature, school life"
57458,Fools Crow,James Welch,"['400 pages, Paperback']",1986.0,1986-01-01,400.0,4865,383,4.03,91,244,861,1900,1769,4865,historical fiction,"historical fiction,classics,westerns,historical,school,literature",existing_or_parsed,"historical fiction, classics, other / niche, historical, school life, literature & classics"
57586,Giants in the Earth,O.E. Rølvaag,"['531 pages, Paperback']",1925.0,1925-01-01,531.0,5803,621,4.03,127,291,1059,2129,2197,5803,historical fiction,"historical fiction,classics,literature,historical,scandinavian literature",existing_or_parsed,"historical fiction, classics, literature & classics, historical"
57658,The Treasure of the Sierra Madre,B. Traven,"['308 pages, Paperback']",1935.0,1935-01-01,308.0,2699,315,4.1,17,83,500,1115,984,2699,classics,"classics,westerns,adventure,literature,historical fiction",existing_or_parsed,"classics, other / niche, adventure, literature & classics, historical fiction"
57727,L.A. Confidential,James Ellroy,"['496 pages, Paperback']",1990.0,1990-01-01,496.0,34632,1141,4.18,599,1167,4843,12782,15241,34632,crime,"crime,mystery,noir,thriller,historical fiction,detective",existing_or_parsed,"mystery & crime, historical fiction"
57891,Battle Royale,Koushun Takami,"['624 pages, Paperback']",1999.0,1999-04-21,624.0,76204,8090,4.26,883,2304,9865,26454,36698,76204,horror,"horror,dystopia,science fiction,thriller,young adult,japan",existing_or_parsed,"horror, dystopian, science fiction, mystery & crime, adult fiction, world literature"
57901,Lonesome Traveler,Jack Kerouac,"['157 pages, Paperback']",1960.0,1960-01-01,157.0,7539,370,3.76,125,537,2178,2893,1806,7539,travel,"travel,classics,american,literature,20th century",existing_or_parsed,"philosophy & education & personal development, classics, world literature, literature & classics, historical fiction"
57913,The Illuminatus! Trilogy,Robert Shea,"['805 pages, Paperback']",1983.0,1983-12-01,805.0,15700,918,4.01,509,1041,2830,4702,6618,15700,science fiction,"science fiction,fantasy,humor,philosophy,conspiracy theories",existing_or_parsed,"science fiction, fantasy, comedy, philosophy & education & personal development, mystery & crime"
57950,Swords and Deviltry,Fritz Leiber,"['208 pages, Paperback']",1970.0,1970-05-01,208.0,12844,876,3.86,216,721,3242,5094,3571,12844,fantasy,"fantasy,sword and sorcery,classics,adventure,science fiction fantasy",existing_or_parsed,"fantasy, classics, adventure, science fiction"
57951,The Watchman,Robert Crais,"['304 pages, Hardcover']",2007.0,2007-02-27,304.0,26640,1236,4.13,350,702,4388,10938,10262,26640,mystery,"mystery,thriller,crime,mystery thriller,detective,suspense",existing_or_parsed,mystery & crime
58027,Alias Grace,Margaret Atwood,"['636 pages, Paperback']",1996.0,1996-09-07,636.0,144251,8852,4.04,1482,5171,27446,62409,47743,144251,historical fiction,"historical fiction,mystery,historical,classics,canada,literary fiction",existing_or_parsed,"historical fiction, mystery & crime, historical, classics, world literature, literature & classics"
58077,Grave Sight,Charlaine Harris,"['293 pages, Mass Market Paperback']",2005.0,2005-10-01,293.0,64819,2743,3.87,1209,3914,16704,23508,19484,64819,mystery,"mystery,paranormal,fantasy,urban fantasy,supernatural,crime",existing_or_parsed,"mystery & crime, paranormal & supernatural, fantasy"
58085,The Sight,David Clement-Davies,"['486 pages, Mass Market Paperback']",2001.0,2001-01-11,486.0,13624,819,4.13,309,727,2217,3938,6433,13624,fantasy,"fantasy,young adult,animals,wolves,childrens,adventure",existing_or_parsed,"fantasy, adult fiction, animals / nature, children & pre-teens, adventure"
58087,Fire Bringer,David Clement-Davies,"['498 pages, Mass Market Paperback']",1999.0,1999-10-08,498.0,13748,505,4.2,221,532,2181,4205,6609,13748,fantasy,"fantasy,young adult,animals,childrens,adventure,animal fiction",existing_or_parsed,"fantasy, adult fiction, animals / nature, children & pre-teens, adventure"
58092,Eulalia!,Brian Jacques,"['389 pages, Hardcover']",2007.0,2007-01-01,389.0,8018,160,4.11,58,284,1677,2717,3282,8018,fantasy,"fantasy,young adult,animals,adventure,childrens,middle grade",existing_or_parsed,"fantasy, adult fiction, animals / nature, adventure, children & pre-teens"
58098,For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,Ntozake Shange,"['64 pages, Paperback']",1975.0,1975-01-01,64.0,34050,1126,4.28,555,1046,4550,9919,17980,34050,poetry,"poetry,plays,feminism,drama,african american,race",existing_or_parsed,"poetry, literature & classics, philosophy & education & personal development, drama, world literature"
58174,Promise at Dawn,Romain Gary,"['348 pages, Paperback']",1960.0,1960-01-01,348.0,11944,879,4.24,151,471,1608,3814,5900,11944,france,"france,classics,french literature,roman,20th century",existing_or_parsed,"world literature, classics, literature & classics, historical fiction"
58275,چراغ‌ها را من خاموش می‌کنم,Zoya Pirzad,"['293 pages, Paperback']",2002.0,2002-02-01,293.0,9586,711,3.59,338,1038,2904,3237,2069,9586,iran,"iran,literature,feminism,womens,contemporary",existing_or_parsed,"world literature, literature & classics, philosophy & education & personal development, chick lit, contemporary & slice of life"
58314,The Elementary Particles,Michel Houellebecq,"['272 pages, Paperback']",1998.0,1998-08-24,272.0,44260,3043,3.8,1431,3444,9992,16922,12471,44260,france,"france,literature,french literature,contemporary,philosophy",existing_or_parsed,"world literature, literature & classics, contemporary & slice of life, philosophy & education & personal development"
58372,Whatever,Michel Houellebecq,"['160 pages, Paperback']",1994.0,1994-01-01,160.0,18076,1440,3.57,523,1803,5735,6870,3145,18076,france,"france,french literature,contemporary,literature,roman",existing_or_parsed,"world literature, literature & classics, contemporary & slice of life"
58775,The Ghost of the Lantern Lady,Carolyn Keene,"['160 pages, Paperback']",1998.0,1998-11-01,160.0,445,18,3.91,6,25,110,167,137,445,mystery,"mystery,young adult,childrens,juvenile,mystery thriller,adventure",existing_or_parsed,"mystery & crime, adult fiction, children & pre-teens, adventure"
58832,Bartleby & Co.,Enrique Vila-Matas,"['178 pages, Paperback']",2000.0,2000-01-01,178.0,4504,513,3.94,73,251,978,1775,1427,4504,spanish literature,"spanish literature,spain,literature,contemporary,21st century",existing_or_parsed,"literature & classics, world literature, contemporary & slice of life, historical fiction"
58889,Sandry's Book,Tamora Pierce,"['252 pages, Mass Market Paperback']",1997.0,1997-09-01,252.0,43326,1329,4.03,667,2036,9263,14874,16486,43326,fantasy,"fantasy,young adult,magic,young adult fantasy,middle grade,childrens",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, children & pre-teens"
